address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rate_clean,approx_cost_clean,cost_bracket
"2477, 24th Cross Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",Frozen Bottle,Yes,No,4.2/5,146,080 48664811,Banashankari,Beverage Shop,"Berryblast, Waffles, Cheesecake, Salted Caramel","Beverages, Desserts, Ice Cream",400,Delivery,Banashankari,4.2,400.0,Mid-Tier (₹300 - ₹700)
"1142, 22nd Cross, 30th Main, Banashankari, Bangalore",Parimala Sweets,No,No,3.5/5,14,"+91 9738013203
080 49524132",Banashankari,Sweet Shop,Not Specified,"Mithai, Street Food",200,Delivery,Banashankari,3.5,200.0,Budget (< ₹300)
"512, 2nd Cross, 3rd Stage, Banashankari, Bangalore",Vaishali Deluxe,No,No,3.8/5,42,"+91 9886092321
+91 8861776666",Banashankari,Casual Dining,Not Specified,"North Indian, Chinese",700,Delivery,Banashankari,3.8,700.0,Mid-Tier (₹300 - ₹700)
"161/C, 6th Main, 80 Feet Road, Bhuvaneshwari Nagercoil, Banashankari, Bangalore",Chill Out,No,No,,0,+91 9341215167,Banashankari,Quick Bites,Not Specified,"South Indian, Chinese",100,Delivery,Banashankari,,100.0,Budget (< ₹300)
"45/12, 4th Cross, 10th Main, Gururaja Layout, Banashankari, Bangalore",The Big O Bakes,No,No,4.0/5,66,+91 9845216137,Banashankari,Bakery,Not Specified,"Bakery, Desserts",300,Delivery,Banashankari,4.0,300.0,Mid-Tier (₹300 - ₹700)
"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",Meghana Foods,Yes,No,4.4/5,4401,080 49653564,Jayanagar,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Paneer Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Kebab, Raita","Biryani, North Indian, Chinese",600,Delivery,Banashankari,4.4,600.0,Mid-Tier (₹300 - ₹700)
"38, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Krishna Sagar,No,No,3.5/5,31,"+91 8892752997
+91 7204780429",Banashankari,Quick Bites,Not Specified,North Indian,200,Delivery,Banashankari,3.5,200.0,Budget (< ₹300)
"1/34, 3rd Cross Road, Kathriguppe IV Phase, Banashankari 3rd Stage, Banashankari, Bangalore",Dessert Rose,No,No,3.5/5,7,+91 7829604777,Banashankari,Dessert Parlor,Not Specified,Desserts,500,Delivery,Banashankari,3.5,500.0,Mid-Tier (₹300 - ₹700)
"480/A, 50 feet road, Nagendra block, Near PES College, Nagendra block, Banashankari, Bangalore",Chickpet Donne Biryani House,No,No,3.7/5,21,"+91 9482020323
080 68888834",Banashankari,Quick Bites,Not Specified,Biryani,250,Delivery,Banashankari,3.7,250.0,Budget (< ₹300)
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",Me And My Cake,No,No,,0,+91 9036070410,Banashankari,Delivery,Not Specified,"Bakery, Desserts",500,Delivery,Banashankari,,500.0,Mid-Tier (₹300 - ₹700)
"Shop 18 , 3rd cross road,Markandeya Layout, Banashankari, Bangalore",Sunsadm,No,No,,0,+91 7829290358,Banashankari,"Takeaway, Delivery",Not Specified,South Indian,400,Delivery,Banashankari,,400.0,Mid-Tier (₹300 - ₹700)
"625, 5th Cross Road, Hanumanthnagar, Banashankari, Bangalore",Annapooraneshwari Mess,No,No,,0,+91 9742009518,Banashankari,Mess,Not Specified,South Indian,200,Delivery,Banashankari,,200.0,Budget (< ₹300)
"941, 21st Main Road, BSK 2nd Stage , Near BDA Complex, Banashankari, Bangalore",Thanco's Natural Ice Creams,No,No,3.2/5,9,"080 41477334
+91 9900260006",Banashankari,Dessert Parlor,Not Specified,Ice Cream,300,Delivery,Banashankari,3.2,300.0,Mid-Tier (₹300 - ₹700)
"304, Opposite Apollo Public School, 100 Feet Ring Road, 4th Phase, 7th Block, Banashankari 3rd Stage, Bangalore,",Nandhini Deluxe,No,No,2.6/5,283,"080 26890011
080 26890033",Banashankari,Casual Dining,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian",North Indian,600,Delivery,Banashankari,2.6,600.0,Mid-Tier (₹300 - ₹700)
"3828, Near Deve Gowda Petrol Bunk, 30th Cross, 3rd Stage, Banashankari, Bangalore",Vi Ra's Bar and Restaurant,No,No,3.3/5,62,"+91 9845063930
+91 7411148111",Banashankari,Bar,Chilli Chicken,"South Indian, North Indian, Chinese",800,Delivery,Banashankari,3.3,800.0,Upper-Mid (₹700 - ₹1500)
"50 Feet Road, Hanumanthanagar, Banashankari, Bangalore",Kaggis,No,No,3.8/5,64,"+91 9900191258
080 26509710",Banashankari,Quick Bites,Not Specified,"Fast Food, Bakery",250,Delivery,Banashankari,3.8,250.0,Budget (< ₹300)
"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Ayda Persian Kitchen,No,No,3.7/5,39,080 42124293,Banashankari,Casual Dining,Not Specified,"North Indian, Iranian",950,Delivery,Banashankari,3.7,950.0,Upper-Mid (₹700 - ₹1500)
"24/1, 23rd Cross, 6th Main Road, Opposite Kaveri Grameena Bank, 2nd Stage, Banashankari, Bangalore",Chatar Patar,No,No,3.7/5,65,+91 7619353103,Banashankari,Quick Bites,"Panipuri, Chaat, Noodles, Dahi Bhalle","Fast Food, Street Food",300,Delivery,Banashankari,3.7,300.0,Mid-Tier (₹300 - ₹700)
"96, Opposite Jain Collage, Basavanagudi, Bangalore",Polar Bear,Yes,No,3.8/5,71,080 49652725,Basavanagudi,Dessert Parlor,Hot Chocolate Fudge,"Ice Cream, Desserts, Beverages, Sandwich",400,Delivery,Banashankari,3.8,400.0,Mid-Tier (₹300 - ₹700)
"2465, 3rd Floor, Opposite BDA Complex, 24th Cross, Banashankari, Bangalore",Kidambi's Kitchen,No,No,3.5/5,52,"080 42112211
+91 9880412211",Banashankari,Quick Bites,Rooftop Ambience,South Indian,300,Delivery,Banashankari,3.5,300.0,Mid-Tier (₹300 - ₹700)
"295/A, 7th Main road, 7th Block, 3rd Stage, Banashankari, Bangalore",Mane Thindi,No,No,3.7/5,130,+91 9964410276,Banashankari,Quick Bites,"Coffee, Tea, Kesari Bath, Open Dosa, Vada, Idli, Bread Dosa",South Indian,200,Delivery,Banashankari,3.7,200.0,Budget (< ₹300)
"1189, 10th Cross, Shankarnag Circle, 1st Stage, 2nd Block, Banashankari, Bangalore",Kotian Karavali Restaurant,No,No,3.5/5,10,+91 7829336984,Banashankari,Quick Bites,Not Specified,"South Indian, Biryani",300,Delivery,Banashankari,3.5,300.0,Mid-Tier (₹300 - ₹700)
"415, 1st C Cross, Banashankari 3rd Stage, 5th Block, Bangalore, Banashankari, Bangalore",Floured-Baked With Love,No,No,3.8 /5,45,"+91 9845552266
+91 9845552288",Banashankari,"Takeaway, Delivery","Cup Cake, Chocolate Cake",Bakery,400,Delivery,Banashankari,3.8,400.0,Mid-Tier (₹300 - ₹700)
"27, 80 Feet Road, Srinivasnagar, Banashankari, Bangalore",Cakes & Slices,No,No,3.5/5,13,"+91 9845174427
080 25908416",Banashankari,Bakery,Not Specified,"Bakery, Desserts",300,Delivery,Banashankari,3.5,300.0,Mid-Tier (₹300 - ₹700)
"Number 42, 4th Block, 6th Stage Banashankari, Vrishabhvachi Nagar, Opposite RV College of Architecture, Bangalore",Spice 9,No,No,3.4/5,8,+91 8298113218,Banashankari,Quick Bites,Not Specified,"Biryani, North Indian, Chinese, Fast Food",300,Delivery,Banashankari,3.4,300.0,Mid-Tier (₹300 - ₹700)
"1722, 13th Main Road 31st Cross BSK, 2nd Stage, Banashankari, Bangalore",Coffee Shopee,No,No,,0,+91 9591504624,Banashankari,"Takeaway, Delivery",Not Specified,Beverages,250,Delivery,Banashankari,,250.0,Budget (< ₹300)
"2, 3rd Cross, Near Pesit College, Banashankari, Bangalore",Naveen Kabab & Biriyani Mane,No,No,3.2/5,9,"+91 9611109111
+91 9880421603",Banashankari,Quick Bites,Not Specified,Biryani,300,Delivery,Banashankari,3.2,300.0,Mid-Tier (₹300 - ₹700)
"8, Katriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore",Katriguppe Donne Biryani,No,No,3.2/5,4,+91 9964847091,Banashankari,Quick Bites,Not Specified,North Indian,300,Delivery,Banashankari,3.2,300.0,Mid-Tier (₹300 - ₹700)
"594, 24 The Cross BSK, Opposte Oriental Bank, Banashankari, Bangalore",Hari Super Sandwich,No,No,NEW,0,+91 9886722163,Banashankari,"Takeaway, Delivery",Not Specified,"Sandwich, Pizza, Beverages",200,Delivery,Banashankari,,200.0,Budget (< ₹300)
"7/1, Behind BMS College Hostel, 80 Feet Road, 1st Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore",Atithi Point Ande Ka Funda,No,No,3.1/5,29,+91 8123145797,Banashankari,Quick Bites,Not Specified,North Indian,150,Delivery,Banashankari,3.1,150.0,Budget (< ₹300)
"3967, VHBC Society, Girinagar Phase 4, Hosekerehalli Mani Road, Banashankari 3rd Stage, Banashankari, Bangalore",Just Bake,No,No,3.4/5,8,"+91 9535674477
080 26420777",Banashankari,Bakery,Not Specified,"Bakery, Desserts",400,Delivery,Banashankari,3.4,400.0,Mid-Tier (₹300 - ₹700)
"Shop 25, 1st Cross, 50 Feet Main Road, Near BDA Park, Girinagar, Banashankari, Bangalore",Dharwad Line Bazaar Mishra Pedha,No,No,,0,+91 9901539269,Banashankari,Dessert Parlor,Not Specified,Mithai,150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"Near Seetha Circle, Vivekananda Park Road, Girinagar, Banashankari, Bangalore",Cake Bite,No,No,,0,+91 8277102303,Banashankari,Bakery,Not Specified,Bakery,300,Delivery,Banashankari,,300.0,Mid-Tier (₹300 - ₹700)
"41/10, Near PESIT Collage, 8th Main Road, 1st Cross, Dwarakanagar, Banashankari, Bangalore",Aarush's Food Plaza,No,No,,0,+91 9008179916,Banashankari,Quick Bites,Not Specified,"North Indian, Street Food",200,Delivery,Banashankari,,200.0,Budget (< ₹300)
"3148, 2nd Cross, 4th Phase Girinagar, Near Hosagarnahalli Cross, Banashankari, Bangalore",Wood Stove,No,No,,0,+91 9845810938,Banashankari,"Takeaway, Delivery",Not Specified,South Indian,150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"662, 19th Main, Kidney Foundation, Padmanabhan Nagar, Banashankari, Bangalore",Kulfi & More,No,No,,0,+91 9902901010,Banashankari,Dessert Parlor,Not Specified,"Ice Cream, Desserts, Juices",150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"1189, 9th Main, Ashok Nagar, Bank 1st Stage, Banashankari, Bangalore",Kannadigas Karavali,No,No,,0,"+91 8971651469
+91 9535195566",Banashankari,Quick Bites,Not Specified,"Mangalorean, South Indian, North Indian",250,Delivery,Banashankari,,250.0,Budget (< ₹300)
"27, 27th Cross, 2nd Stage, Banashankari, Bangalore",K27 - The Pub,No,No,3.1/5,30,+91 9980097472,Banashankari,Bar,Not Specified,"Chinese, North Indian","1,000",Delivery,Banashankari,3.1,1000.0,Upper-Mid (₹700 - ₹1500)
"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Bengaluru Coffee House,Yes,No,4.1/5,201,+91 9740180090,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300,Delivery,Banashankari,4.1,300.0,Mid-Tier (₹300 - ₹700)
"89, Near PES College, 22nd Main Road, Girinagar, 1st Stage, Banashankari, Bangalore",New Mangalore Lunch Home,No,No,3.3/5,7,,Banashankari,Quick Bites,Not Specified,"Mangalorean, South Indian, North Indian",200,Delivery,Banashankari,3.3,200.0,Budget (< ₹300)
"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",Coffee Bytes,No,No,3.1/5,6,+91 9945756375,Banashankari,Quick Bites,Not Specified,"Fast Food, South Indian",100,Delivery,Banashankari,3.1,100.0,Budget (< ₹300)
"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Parjanya Chat Zone,No,No,3.3/5,17,+91 9513333364,Banashankari,Quick Bites,Not Specified,"Street Food, Fast Food",200,Delivery,Banashankari,3.3,200.0,Budget (< ₹300)
"590, 24th Cross, 2nd Stage, Banashankari, Bangalore",Kwality Wall's Swirl's Happiness Station,No,No,2.9/5,25,+91 9742787111,Banashankari,Dessert Parlor,Not Specified,"Ice Cream, Desserts",200,Delivery,Banashankari,2.9,200.0,Budget (< ₹300)
"346, 7th Cross, 8th Main Road, Padmanabham Nagar, Banashankari, Bangalore",Soms Kitchen & Bakes,No,No,,0,+91 7406567897,Banashankari,Delivery,Not Specified,"South Indian, North Indian, Continental",400,Delivery,Banashankari,,400.0,Mid-Tier (₹300 - ₹700)
"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, BSK 2nd Stage, Banashankari, Bangalore",Banashankari Nati Style,No,No,,0,"+91 9035141678
+91 9742174293",Banashankari,Quick Bites,Not Specified,"Biryani, Chinese, South Indian, North Indian",350,Delivery,Banashankari,,350.0,Mid-Tier (₹300 - ₹700)
"Padmanabhanagar, Banashankari, Bangalore",Ruchi Maayaka,No,No,3.3/5,8,+91 9206517566,Banashankari,Delivery,Not Specified,South Indian,100,Delivery,Banashankari,3.3,100.0,Budget (< ₹300)
"29, 5th Cross, Near PES College, 100 Feet Road, Dwaraka Nager, Banashankari, Bangalore",Mohitesh Hut Roll,No,No,,0,+91 8147341276,Banashankari,Quick Bites,Not Specified,"Rolls, North Indian",150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"692, 12th Cross, 7th Block Kankapura Main Road, Banashankari, Bangalore",Sri Basaveshwar Jolada Rotti Oota,No,No,,0,"+91 9663341824
+91 7204025617",Banashankari,Quick Bites,Not Specified,South Indian,150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"28, 4th Cross Road, Dwaraka Nagar, Banashankari, Bengaluru",Roll Magic Fast Food,No,No,NEW,0,+91 9731409204,Banashankari,"Takeaway, Delivery",Not Specified,"Biryani, Rolls, Chinese",200,Delivery,Banashankari,,200.0,Budget (< ₹300)
"3/16, 22 Main Road, Magenta Block, PES College, Road Bank Colony, Banashankari, Bangalore",Foodlieious Multi Cuisine,No,No,NEW,0,"+91 9168753522
+91 8217877100",Banashankari,Quick Bites,Not Specified,North Indian,100,Delivery,Banashankari,,100.0,Budget (< ₹300)
"17/1, Ramaiah Garden, Kadirenahalli Circle, Dr Vishnuvardhan Main Road, 2nd Stage, Banashankari, Bangalore",Thanishka Nati And Karavali Style,No,No,NEW,0,"+91 9108823881
+91 8722229336",Banashankari,Quick Bites,Not Specified,"Biryani, Fast Food",400,Delivery,Banashankari,,400.0,Mid-Tier (₹300 - ₹700)
"2/1, 7th Main, Dwarakangar, Banashankari, Bangalore",Swathi Cool Point,No,No,,0,+91 9480356851,Banashankari,Beverage Shop,Not Specified,"Beverages, Juices",200,Delivery,Banashankari,,200.0,Budget (< ₹300)
"487, Cauvery Complex, S.B.M Colony, 80 Feet Road, Banashankri, Bangalore",Kaumudis Juoice,No,No,,0,+91 7829662162,Banashankari,"Beverage Shop, Quick Bites",Not Specified,"Beverages, Fast Food, Juices",150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"10, 4th cross, Muneshwara Block, Devinagar, Banashankari, Bangalore",Amma - Manae,No,No,,0,"+91 8095145774
+91 9986843104",Banashankari,"Takeaway, Delivery",Not Specified,South Indian,400,Delivery,Banashankari,,400.0,Mid-Tier (₹300 - ₹700)
"559/1, Opposite Canara Bank ATM, Pipelane Road, Sri Nagar, Banashankari, Bengaluru",Sri Sai Tiffannies,No,No,,0,+91 9483901438,Banashankari,Quick Bites,Not Specified,"South Indian, Chinese",150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"263, 3rd Main Road, Chikka Laksandra, Banashankari, Bangalore",Hotel Andhra Speices,No,No,,0,+91 9591079669,Banashankari,Quick Bites,Not Specified,Andhra,250,Delivery,Banashankari,,250.0,Budget (< ₹300)
"57, 3rd cross, 80 feet Road, Banashankari, Bangalore",Sri Murari Family Restaurant,No,No,,0,"+91 9886670026
+91 9035992000",Banashankari,Quick Bites,Not Specified,Biryani,250,Delivery,Banashankari,,250.0,Budget (< ₹300)
"94, Katriguppe Main Road, Opposite Pai Showroom, Banashankari, Bangalore",Aramane Donne Biriyani,No,No,,0,"+91 6360738836
+91 7892206383",Banashankari,Quick Bites,Not Specified,"South Indian, Biryani",150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"66, Benaka, 2nd Cross, 2nd Main, Kathriguppe East, 3rd Stage, Banashankari, Bangalore",Darkolates,No,No,,0,+91 9901215056,Banashankari,Confectionery,Not Specified,Desserts,200,Delivery,Banashankari,,200.0,Budget (< ₹300)
"617, 100 Feet Ring Road Next to Devegowda Petrol Pump, Banashankari, Bangalore",Swaada Healthy Kitchen,No,No,,0,+91 9964218383,Banashankari,"Quick Bites, Beverage Shop",Not Specified,"Healthy Food, Juices, Sandwich",350,Delivery,Banashankari,,350.0,Mid-Tier (₹300 - ₹700)
"209, 5th Cross, AG Thaneerappa Road, 1st Phase Girinagar, Ganapathi Nagar, Banashankari Stage I, Banashankari, Bengaluru",Gawdaru Mane Beriyani,No,No,,0,+91 9449798423,Banashankari,Quick Bites,Not Specified,"South Indian, Biryani",300,Delivery,Banashankari,,300.0,Mid-Tier (₹300 - ₹700)
"Bhuvaneshwari Nagar BSK 3RD Stage, Banashankari, Bangalore",Melting Melodies,No,No,NEW,0,"+91 8970474798
+91 8747977555",Banashankari,"Takeaway, Delivery",Not Specified,"Pizza, Fast Food",100,Delivery,Banashankari,,100.0,Budget (< ₹300)
"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore",New Indraprasta,No,No,NEW,0,+91 8867333003,Banashankari,Quick Bites,Not Specified,"South Indian, Beverages",150,Delivery,Banashankari,,150.0,Budget (< ₹300)
"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",Anna Kuteera,Yes,No,4.0/5,771,+91 9620009302,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450,Delivery,Banashankari,4.0,450.0,Mid-Tier (₹300 - ₹700)
"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",Darbar,No,No,3.0/5,98,+91 8861271465,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800,Delivery,Banashankari,3.0,800.0,Upper-Mid (₹700 - ₹1500)
"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",Vijayalakshmi,Yes,No,3.9/5,47,080 49653547,Basavanagudi,Quick Bites,Not Specified,South Indian,200,Delivery,Banashankari,3.9,200.0,Budget (< ₹300)
"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",Sri Udupi Food Hub,Yes,Yes,4.1/5,175,+91 9916866033,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500,Delivery,Banashankari,4.1,500.0,Mid-Tier (₹300 - ₹700)
"No.1585, 22nd Main,Banashankari 1st Stage",Udupi Upahar,Yes,No,3.8/5,58,080 45128750,Banashankari,Quick Bites,Not Specified,"South Indian, Chinese, North Indian, Juices",300,Delivery,Banashankari,3.8,300.0,Mid-Tier (₹300 - ₹700)
"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",House Of Kebabs,Yes,No,3.8/5,540,080 49653042,Basavanagudi,Casual Dining,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice","North Indian, Kebab, Biryani, Chinese",650,Delivery,Banashankari,3.8,650.0,Mid-Tier (₹300 - ₹700)
"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,Yes,No,3.8/5,124,+91 9590941992,Kumaraswamy Layout,Quick Bites,"Rolls, Paratha, Chicken Biryani","Chinese, North Indian, Mughlai, Rolls",400,Delivery,Banashankari,3.8,400.0,Mid-Tier (₹300 - ₹700)
"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",BOX8- Desi Meals,Yes,No,4.1/5,340,022 33552698,Banashankari,"Takeaway, Delivery","Paratha, Mughlai Chicken, Masala Lemonade, Butter Chicken, Rajma, Sandwich, Salad","North Indian, Mughlai, Fast Food",500,Delivery,Banashankari,4.1,500.0,Mid-Tier (₹300 - ₹700)
"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",KFC,Yes,No,3.8/5,505,080 33994444,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450,Delivery,Banashankari,3.8,450.0,Mid-Tier (₹300 - ₹700)
"12, Banashankari, Bangalore",Bitez,No,No,NEW,0,+91 9916781796,Banashankari,Quick Bites,Not Specified,Fast Food,100,Delivery,Banashankari,,100.0,Budget (< ₹300)
"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",Roll Over,Yes,No,4.1/5,438,"+91 8884942976
+91 8884942900",Jayanagar,Dessert Parlor,"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Delivery,Banashankari,4.1,500.0,Mid-Tier (₹300 - ₹700)
"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",Imperial Restaurant,Yes,No,3.7/5,264,"+91 7338431313
080 26741313",Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",750,Delivery,Banashankari,3.7,750.0,Upper-Mid (₹700 - ₹1500)
"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Lassi Shop,Yes,No,3.9/5,169,+91 7975669805,Kumaraswamy Layout,Beverage Shop,Not Specified,"Beverages, Juices, Ice Cream",150,Delivery,Banashankari,3.9,150.0,Budget (< ₹300)
"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",The Fortuna,Yes,No,3.0/5,67,"+91 7829217247
080 25985676",Kumaraswamy Layout,Quick Bites,Not Specified,"North Indian, Chinese",250,Delivery,Banashankari,3.0,250.0,Budget (< ₹300)
"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",Wahab,Yes,No,3.7/5,97,+91 9845088001,Jayanagar,Quick Bites,"Chicken Biryani, Rolls","North Indian, Mughlai, Chinese",350,Delivery,Banashankari,3.7,350.0,Mid-Tier (₹300 - ₹700)
"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",Al Diwan Biryanis And More,Yes,No,3.3/5,12,080 45128807,Basavanagudi,"Takeaway, Delivery",Not Specified,Biryani,300,Delivery,Banashankari,3.3,300.0,Mid-Tier (₹300 - ₹700)
"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",New Gowda's Fried Chicken,Yes,No,3.3/5,12,+91 9066998880,Banashankari,Quick Bites,Not Specified,Biryani,300,Delivery,Banashankari,3.3,300.0,Mid-Tier (₹300 - ₹700)
"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Canton,Yes,No,3.6/5,195,"080 41410069
+91 9611320069",Jayanagar,Casual Dining,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop","Chinese, Seafood, Biryani",800,Delivery,Banashankari,3.6,800.0,Upper-Mid (₹700 - ₹1500)
"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3/5,13,"+91 9035515333
080 41692690",Basavanagudi,"Dessert Parlor, Sweet Shop",Not Specified,"Desserts, Mithai",300,Delivery,Banashankari,3.3,300.0,Mid-Tier (₹300 - ₹700)
